Negative_siebert,Neutral_siebert,Positive_siebert,dom_tweet_sent_siebert,total_tweet_count,search_query,coviddomain
0.75,0.0,0.25,Negative,8.0,personal mobility devices pmd riders,0
0.56,0.0,0.44,Negative,292.0,asylum,0
0.25,0.0,0.75,Positive,465.0,jonathan jackson,0
0.93,0.0,0.07,Negative,203.0,anti-american commie democrats,0
0.51,0.0,0.49,Negative,867.0,travel plans,0
0.9,0.0,0.1,Negative,61.0,democrat national islam party,0
0.3,0.0,0.7,Positive,897.0,david willey,1
0.67,0.0,0.33,Negative,890.0,wuhan virus updates,1
0.79,0.0,0.21,Negative,462.0,rightism,0
0.59,0.0,0.41,Negative,868.0,bank,0
0.66,0.0,0.34,Negative,358.0,prince harry,0
0.41,0.0,0.59,Positive,241.0,2017,0
0.62,0.0,0.38,Negative,337.0,russias covid vaccine,1
0.37,0.0,0.63,Positive,480.0,doug naylor,0
0.36,0.0,0.64,Positive,914.0,goya,0
0.66,0.0,0.34,Negative,453.0,beau biden,0
0.49,0.0,0.51,Positive,169.0,chinese restaurant mom,1
0.82,0.0,0.18,Negative,819.0,liberal,0
0.47,0.0,0.53,Positive,896.0,pewdiepie,0
0.66,0.0,0.34,Negative,425.0,people,0
0.8,0.0,0.2,Negative,826.0,politicians,0
0.68,0.0,0.32,Negative,881.0,phone calls,0
0.39,0.0,0.61,Positive,889.0,thais,0
0.64,0.0,0.36,Negative,861.0,illuminati,1
0.72,0.0,0.28,Negative,960.0,cisgendered,0
0.54,0.0,0.46,Negative,433.0,politic,0
0.76,0.0,0.24,Negative,1034.0,china officials,1
0.56,0.0,0.44,Negative,1230.0,centre of disease control cdc ,0
0.64,0.0,0.36,Negative,397.0,enrique peña nieto,0
0.73,0.0,0.27,Negative,388.0,password,0
0.47,0.0,0.53,Positive,357.0,silicon valley,0
0.55,0.0,0.45,Negative,837.0,monkey,0
0.58,0.0,0.42,Negative,885.0,property rights,0
0.39,0.0,0.61,Positive,818.0,bikini bodies,0
0.4,0.0,0.6,Positive,356.0,superman,0
0.5,0.0,0.5,Positive,1038.0,world war 3,0
0.74,0.0,0.26,Negative,855.0,republic party,0
0.64,0.0,0.36,Negative,366.0,paycheck,0
0.74,0.0,0.26,Negative,422.0,self isolating,0
0.73,0.0,0.27,Negative,565.0,senator mike lee,0
0.36,0.0,0.64,Positive,901.0,spring break,0
0.53,0.0,0.47,Negative,901.0,bagel store,0
0.27,0.0,0.73,Positive,246.0,los angeles,0
0.82,0.0,0.18,Negative,486.0,republican voting booth,0
0.16,0.0,0.84,Positive,923.0,people you love,0
0.63,0.0,0.37,Negative,919.0,french people,0
0.8,0.0,0.2,Negative,762.0,mitch mcconnell,0
0.28,0.0,0.72,Positive,159.0,light,0
0.73,0.0,0.27,Negative,869.0,wikileaks,0
0.57,0.0,0.43,Negative,920.0,cigarette,0
0.74,0.0,0.26,Negative,400.0,13 year old girl,0
0.73,0.0,0.27,Negative,904.0,ventilator,0
0.8,0.0,0.2,Negative,394.0,adam schiff,0
0.29,0.0,0.71,Positive,48.0,people born in march/ april,0
0.67,0.0,0.33,Negative,729.0,immigration,0
0.69,0.0,0.31,Negative,191.0,elections,0
0.78,0.0,0.22,Negative,351.0,state governors,0
0.61,0.0,0.39,Negative,204.0,make up,0
0.93,0.0,0.07,Negative,412.0,nypd cops,0
0.45,0.0,0.55,Positive,447.0,hawai,0
0.71,0.0,0.29,Negative,897.0,chelsea clinton,0
0.36,0.0,0.64,Positive,903.0,monica,0
0.54,0.0,0.46,Negative,433.0,scissors,0
0.4,0.0,0.6,Positive,57.0,robert downey jr.,0
0.59,0.0,0.41,Negative,457.0,tyt,0
0.34,0.0,0.66,Positive,913.0,robert downey jr ,0
0.71,0.0,0.29,Negative,378.0,chuck schumer,0
0.31,0.0,0.69,Positive,825.0,baby,0
0.69,0.0,0.31,Negative,953.0,corona swine flu,1
0.48,0.0,0.52,Positive,937.0,alien,0
0.53,0.0,0.47,Negative,892.0,societies,0
0.43,0.0,0.57,Positive,852.0,russian vodka,0
0.46,0.0,0.54,Positive,190.0,nyc,0
0.62,0.0,0.38,Negative,210.0,muslim,0
0.43,0.0,0.57,Positive,340.0,boomer,0
0.46,0.0,0.54,Positive,272.0,cricket,0
0.3,0.0,0.7,Positive,874.0,mac dre,0
0.75,0.0,0.25,Negative,888.0,fact check,0
0.79,0.0,0.21,Negative,462.0,rich white woman,0
0.48,0.0,0.52,Positive,841.0,adam,0
0.36,0.0,0.64,Positive,858.0,cookies,0
0.4,0.0,0.6,Positive,968.0,pat quinn,0
0.59,0.0,0.41,Negative,488.0,elevator rides,0
0.66,0.0,0.34,Negative,959.0,charmin commercial,0
0.78,0.0,0.22,Negative,402.0,oligarchy,0
0.52,0.0,0.48,Negative,1057.0,kathy hochul,0
0.77,0.0,0.23,Negative,1047.0,usa government,0
0.55,0.0,0.45,Negative,382.0,the grinch,0
0.78,0.0,0.22,Negative,383.0,tomi lahren,0
0.73,0.0,0.27,Negative,615.0,neil gorsuch,0
0.44,0.0,0.56,Positive,877.0,tom hanks,0
0.8,0.0,0.2,Negative,10.0,people drinking bat soup in china,1
0.43,0.0,0.57,Positive,927.0,lawrence jones,0
0.39,0.0,0.61,Positive,1041.0,gains,0
0.61,0.0,0.39,Negative,208.0,door,0
0.37,0.0,0.63,Positive,408.0,gay pride,0
0.53,0.0,0.47,Negative,687.0,world war 2,0
0.41,0.0,0.59,Positive,454.0,porcupine,0
0.47,0.0,0.53,Positive,789.0,flavor flav,0
0.34,0.0,0.66,Positive,425.0,tonie nathan,0
0.63,0.0,0.37,Negative,842.0,companies,0
0.62,0.0,0.38,Negative,219.0,guns,0
0.47,0.0,0.53,Positive,929.0,pigeon,0
0.31,0.0,0.69,Positive,833.0,work from office,0
0.37,0.0,0.63,Positive,858.0,juan,0
0.37,0.0,0.63,Positive,804.0,assignment,0
0.79,0.0,0.21,Negative,252.0,illegal immigration,1
0.66,0.0,0.34,Negative,921.0,tmz,0
0.61,0.0,0.39,Negative,931.0,indian guy,0
0.39,0.0,0.61,Positive,414.0,nugent,0
0.14,0.0,0.86,Positive,51.0,shrektacular party,0
0.83,0.0,0.17,Negative,859.0,chinese communist party,1
0.42,0.0,0.58,Positive,73.0,mr.stark,0
0.6,0.0,0.4,Negative,897.0,bruce aylward,0
0.83,0.0,0.17,Negative,36.0,democratci party,0
0.68,0.0,0.32,Negative,305.0,state laws,0
0.81,0.0,0.19,Negative,412.0,america kremlin,0
0.72,0.0,0.28,Negative,231.0,for profit healthcare,0
0.56,0.0,0.44,Negative,897.0,rob schneider,0
0.69,0.0,0.31,Negative,431.0,brian hagedorn,0
0.42,0.0,0.58,Positive,427.0,long distance haircut,0
0.26,0.0,0.74,Positive,477.0,cheeseball,0
0.82,0.0,0.18,Negative,442.0,oxymoron,0
0.66,0.0,0.34,Negative,775.0,isis,0
0.54,0.0,0.46,Negative,882.0,chinese boy,1
0.83,0.0,0.17,Negative,919.0,nasty women,0
0.41,0.0,0.59,Positive,185.0,patient,1
0.32,0.0,0.68,Positive,421.0,pizza party,0
0.39,0.0,0.61,Positive,882.0,quentin tarantino,0
0.51,0.0,0.49,Negative,422.0,sahara desert,0
0.04,0.0,0.96,Positive,760.0,glf news,0
0.81,0.0,0.19,Negative,454.0,gop debate,0
0.44,0.0,0.56,Positive,297.0,2008,0
0.8,0.0,0.2,Negative,340.0,liberal democratic party,0
0.19,0.0,0.81,Positive,908.0,san jose,0
0.46,0.0,0.54,Positive,404.0,spongebob,0
0.68,0.0,0.32,Negative,909.0,debate moderator,0
0.85,0.0,0.15,Negative,934.0,antivaxxer,1
0.7,0.0,0.3,Negative,227.0,despotism,0
0.72,0.0,0.28,Negative,422.0,anarcho communism,0
0.58,0.0,0.42,Negative,465.0,environmentalism,0
0.82,0.0,0.18,Negative,982.0,main stream media,0
0.42,0.0,0.58,Positive,950.0,grandpa,0
0.72,0.0,0.28,Negative,687.0,isarelis,0
0.03,0.0,0.97,Positive,299.0,national productivity council npc,0
0.54,0.0,0.46,Negative,249.0,hallunications,0
0.81,0.0,0.19,Negative,468.0,gun lobby,0
0.59,0.0,0.41,Negative,709.0,millennials,1
0.38,0.0,0.62,Positive,377.0,briefs,0
0.48,0.0,0.52,Positive,900.0,time traveler,0
0.77,0.0,0.23,Negative,389.0,school shootings,0
0.53,0.0,0.47,Negative,806.0,groceries,0
0.59,0.0,0.41,Negative,968.0,sahms,0
0.43,0.0,0.57,Positive,880.0,new zealand,0
0.85,0.0,0.15,Negative,478.0,left party lp,0
0.68,0.0,0.32,Negative,916.0,officers,0
0.29,0.0,0.71,Positive,7.0,coronavrius meme,1
0.28,0.0,0.72,Positive,260.0,foundation,0
0.66,0.0,0.34,Negative,344.0,gay people,0
0.43,0.0,0.57,Positive,835.0,cats,0
0.39,0.0,0.61,Positive,210.0,club,0
0.33,0.0,0.67,Positive,865.0,singapore,0
0.41,0.0,0.59,Positive,747.0,boyfriend,0
0.61,0.0,0.39,Negative,362.0,debates,0
0.48,0.0,0.52,Positive,296.0,hat,0
0.66,0.0,0.34,Negative,469.0,indiana republican party,0
0.47,0.0,0.53,Positive,373.0,uranium,0
0.73,0.0,0.27,Negative,837.0,joe biden. new york,0
0.85,0.0,0.15,Negative,921.0,liberal mayor,0
0.71,0.0,0.29,Negative,853.0,mike huckabee,0
0.35,0.0,0.65,Positive,432.0,oreilly,1
0.54,0.0,0.46,Negative,255.0,apocalypse,0
0.71,0.0,0.29,Negative,842.0,melania,0
0.23,0.0,0.77,Positive,482.0,kingfisher,0
0.68,0.0,0.32,Negative,911.0,spanish flu,1
0.56,0.0,0.44,Negative,897.0,darth vader,0
0.39,0.0,0.61,Positive,850.0,hr managers,0
0.24,0.0,0.76,Positive,409.0,beau,0
0.62,0.0,0.38,Negative,319.0,federal bureau of investigation fbi,0
0.41,0.0,0.59,Positive,613.0,2016,0
0.72,0.0,0.28,Negative,340.0,speaker newt gingrich,0
0.43,0.0,0.57,Positive,900.0,facemask,1
0.5,0.0,0.5,Negative,28.0,sports commentrators,0
0.32,0.0,0.68,Positive,404.0,the dark knight,0
0.73,0.0,0.27,Negative,447.0,cockroach,0
0.35,0.0,0.65,Positive,920.0,hip,0
0.8,0.0,0.2,Negative,245.0,chian virus,1
0.04,0.0,0.96,Positive,711.0,chennai super kings (csk),0
0.44,0.0,0.56,Positive,873.0,kerala,0
0.6,0.0,0.4,Negative,945.0,laser pointer,0
0.76,0.0,0.24,Negative,929.0,cooties,0
0.67,0.0,0.33,Negative,378.0,supreme court justice,0
0.84,0.0,0.16,Negative,160.0,libertarian national socialist green party,0
0.27,0.0,0.73,Positive,833.0,astronaut,0
0.39,0.0,0.61,Positive,262.0,latino,0
0.86,0.0,0.14,Negative,382.0,house intelligence committee,0
0.5,0.0,0.5,Negative,24.0,asian-americans,0
0.38,0.0,0.62,Positive,848.0,helium,0
0.59,0.0,0.41,Negative,782.0,indian chinese,1
0.68,0.0,0.32,Negative,439.0,paul ryan,0
0.36,0.0,0.64,Positive,829.0,bengaluru,0
0.56,0.0,0.44,Negative,339.0,florida woman,0
0.82,0.0,0.18,Negative,242.0,nazis,0
0.68,0.0,0.32,Negative,481.0,juul charger,0
0.37,0.0,0.63,Positive,847.0,no time to die,0
0.35,0.0,0.65,Positive,302.0,pennsylvania pa,0
0.3,0.0,0.7,Positive,438.0,fathers day,0
0.57,0.0,0.43,Negative,456.0,jo jorgensen 2020,0
0.12,0.0,0.88,Positive,907.0,indianboys,0
0.49,0.0,0.51,Positive,812.0,united nations,0
0.64,0.0,0.36,Negative,904.0,march 2020,0
0.5,0.0,0.5,Positive,758.0,lucknow,0
0.51,0.0,0.49,Negative,903.0,ski mask,1
0.42,0.0,0.58,Positive,784.0,jones,0
0.55,0.0,0.45,Negative,1089.0,virat kohli,0
0.5,0.0,0.5,Negative,758.0,memorial day,0
0.66,0.0,0.34,Negative,453.0,benjamin netanyahu,0
0.68,0.0,0.32,Negative,417.0,presidential memes,0
0.63,0.0,0.37,Negative,937.0,duct tape,0
0.67,0.0,0.33,Negative,447.0,new gingrich,0
0.73,0.0,0.27,Negative,404.0,corporate money,0
0.62,0.0,0.38,Negative,947.0,wallmart,0
0.41,0.0,0.59,Positive,449.0,kbc,0
0.71,0.0,0.29,Negative,28.0,anti vaxxer,1
0.8,0.0,0.2,Negative,640.0,socialism,0
0.78,0.0,0.22,Negative,134.0,people with flu,1
0.6,0.0,0.4,Negative,695.0,coronavirus patients,1
0.59,0.0,0.41,Negative,352.0,thomas paine,0
0.68,0.0,0.32,Negative,248.0,the washington post,0
0.83,0.0,0.17,Negative,958.0,qanon,0
0.46,0.0,0.54,Positive,234.0,vice presidential debate,0
0.66,0.0,0.34,Negative,401.0,college professor,0
0.52,0.0,0.48,Negative,917.0,airpods,0
0.77,0.0,0.23,Negative,957.0,libertarian base,0
0.66,0.0,0.34,Negative,665.0,aids,0
0.11,0.0,0.89,Positive,461.0,study guide,0
0.31,0.0,0.69,Positive,891.0,indian matchmaking,0
0.82,0.0,0.18,Negative,464.0,repbulican party,0
0.54,0.0,0.46,Negative,388.0,drawer,0
0.2,0.0,0.8,Positive,216.0,ray armas,0
0.55,0.0,0.45,Negative,1427.0,post covid,1
0.51,0.0,0.49,Negative,489.0,wash hs,0
0.32,0.0,0.68,Positive,291.0,2011,0
0.7,0.0,0.3,Negative,907.0,healthcare workers,0
0.38,0.0,0.62,Positive,927.0,jason voorhees,0
0.71,0.0,0.29,Negative,109.0,poltical meme,0
0.45,0.0,0.55,Positive,403.0,conventions,0
0.79,0.0,0.21,Negative,371.0,labor party,0
0.65,0.0,0.35,Negative,708.0,drivers,0
0.41,0.0,0.59,Positive,738.0,bitcoin,0
0.79,0.0,0.21,Negative,471.0,wealthy elites,0
0.58,0.0,0.42,Negative,422.0,mary anne macleod,0
0.64,0.0,0.36,Negative,449.0,colourblind,0
0.78,0.0,0.22,Negative,882.0,racism,0
0.46,0.0,0.54,Positive,447.0,murray rothbard,0
0.39,0.0,0.61,Positive,192.0,march,0
0.43,0.0,0.57,Positive,917.0,cushions,0
0.36,0.0,0.64,Positive,278.0,energy,0
0.42,0.0,0.58,Positive,970.0,less traffic,0
0.44,0.0,0.56,Positive,874.0,mobile phone,0
0.7,0.0,0.3,Negative,416.0,american civil liberties union aclu,0
0.72,0.0,0.28,Negative,449.0,russian debate,0
0.44,0.0,0.56,Positive,241.0,pancake,0
0.3,0.0,0.7,Positive,395.0,1981,0
0.39,0.0,0.61,Positive,850.0,turkmenistan,0
0.39,0.0,0.61,Positive,929.0,carole baskin,0
0.76,0.0,0.24,Negative,442.0,trump towers,0
0.38,0.0,0.62,Positive,453.0,relics,0
0.48,0.0,0.52,Positive,259.0,bush,0
0.8,0.0,0.2,Negative,187.0,giuliani,0
0.83,0.0,0.17,Negative,322.0,monsanto workers,0
0.3,0.0,0.7,Positive,412.0,pancakes,0
0.64,0.0,0.36,Negative,729.0,preshredded cheese,0
0.53,0.0,0.47,Negative,363.0,work at home,0
0.53,0.0,0.47,Negative,405.0,scranton,0
0.7,0.0,0.3,Negative,398.0,hookers,0
0.54,0.0,0.46,Negative,461.0,sound guys,0
0.58,0.0,0.42,Negative,451.0,bunkers,0
0.73,0.0,0.27,Negative,471.0,bolsanaro,0
0.45,0.0,0.55,Positive,387.0,internal revenue service irs,0
0.51,0.0,0.49,Negative,176.0,time,0
0.62,0.0,0.38,Negative,945.0,pifzer,0
0.38,0.0,0.62,Positive,218.0,programs,0
0.68,0.0,0.32,Negative,936.0,education system,0
0.39,0.0,0.61,Positive,313.0,tv show,0
0.58,0.0,0.42,Negative,753.0,clubs,0
0.55,0.0,0.45,Negative,844.0,bubble,0
0.46,0.0,0.54,Positive,921.0,bran,0
1.0,0.0,0.0,Negative,1.0,pornhub exces,0
0.32,0.0,0.68,Positive,796.0,net,0
0.43,0.0,0.57,Positive,926.0,jamie,0
0.31,0.0,0.69,Positive,818.0,youtube,0
0.33,0.0,0.67,Positive,923.0,bath towels,0
0.67,0.0,0.33,Negative,937.0,naral,0
0.82,0.0,0.18,Negative,921.0,non-whites,0
0.71,0.0,0.29,Negative,952.0,grocery shelves,0
0.39,0.0,0.61,Positive,1150.0,tiktok,0
0.33,0.0,0.67,Positive,888.0,indian boys,0
0.93,0.0,0.07,Negative,121.0,idiots denying covid19,1
0.28,0.0,0.72,Positive,391.0,independence day,0
0.66,0.0,0.34,Negative,333.0,dementia,0
0.45,0.0,0.55,Positive,851.0,hop scotch,0
0.46,0.0,0.54,Positive,402.0,lava,0
0.71,0.0,0.29,Negative,895.0,dr evil,0
0.34,0.0,0.66,Positive,871.0,unc student body president,0
0.49,0.0,0.51,Positive,946.0,rope,0
0.77,0.0,0.23,Negative,907.0,russia vaccine,1
0.5,0.0,0.5,Negative,14.0,u s immigration and customs enforcements ice ,0
0.14,0.0,0.86,Positive,7.0,carl elemen,0
0.76,0.0,0.24,Negative,794.0,ivanka trump,0
0.47,0.0,0.53,Positive,913.0,demon,0
0.36,0.0,0.64,Positive,817.0,darkness,0
0.52,0.0,0.48,Negative,322.0,zombie,0
0.62,0.0,0.38,Negative,214.0,donald,0
0.22,0.0,0.78,Positive,474.0,philippinies,0
0.68,0.0,0.32,Negative,937.0,fever infected people,0
0.36,0.0,0.64,Positive,907.0,honda,0
0.4,0.0,0.6,Positive,868.0,drinks,0
0.61,0.0,0.39,Negative,428.0,goldman sachs,0
0.7,0.0,0.3,Negative,878.0,robber,0
0.5,0.0,0.5,Negative,858.0,shops,0
0.32,0.0,0.68,Positive,930.0,gobi manchurian,0
0.81,0.0,0.19,Negative,258.0,fascism,0
0.9,0.0,0.1,Negative,459.0,demcrat party,0
0.35,0.0,0.65,Positive,833.0,amitabh bachchan,0
0.29,0.0,0.71,Positive,921.0,madagascar,0
0.54,0.0,0.46,Negative,956.0,hairdresser,0
0.83,0.0,0.17,Negative,555.0,wuhan virus,1
0.56,0.0,0.44,Negative,927.0,meme,0
0.28,0.0,0.72,Positive,407.0,john hawkins,0
0.33,0.0,0.67,Positive,150.0,university,0
0.51,0.0,0.49,Negative,887.0,hand wash,0
0.51,0.0,0.49,Negative,868.0,covaxin,1
0.4,0.0,0.6,Positive,939.0,dolphins,0
0.38,0.0,0.62,Positive,426.0,cian,0
0.44,0.0,0.56,Positive,259.0,couple,0
0.1,0.0,0.9,Positive,215.0,closet,0
0.94,0.0,0.06,Negative,748.0,democrat election fraud,0
0.71,0.0,0.29,Negative,366.0,atheist,0
0.6,0.0,0.4,Negative,863.0,america,0
0.67,0.0,0.33,Negative,840.0,corona graph,1
0.83,0.0,0.17,Negative,481.0,democratic memes,0
0.61,0.0,0.39,Negative,448.0,seat belt,0
0.73,0.0,0.27,Negative,404.0,dana bash,0
0.44,0.0,0.56,Positive,451.0,manhattan project,0
0.43,0.0,0.57,Positive,291.0,hamilton,0
0.81,0.0,0.19,Negative,911.0,big corporations,0
0.66,0.0,0.34,Negative,913.0,berine sanders,0
0.59,0.0,0.41,Negative,894.0,society,0
0.19,0.0,0.81,Positive,431.0,womens day,0
0.57,0.0,0.43,Negative,816.0,janata curfew,0
0.33,0.0,0.67,Positive,763.0,editorial cartoons,0
0.69,0.0,0.31,Negative,611.0,the us,0
0.62,0.0,0.38,Negative,293.0,michael bloomberg,0
0.85,0.0,0.15,Negative,290.0,trash,0
0.53,0.0,0.47,Negative,941.0,elementary school teachers,0
0.85,0.0,0.15,Negative,905.0,experimental vaccine,1
0.87,0.0,0.13,Negative,159.0,dems,0
0.59,0.0,0.41,Negative,914.0,australian labor party,0
0.76,0.0,0.24,Negative,431.0,huge corporations,0
0.28,0.0,0.72,Positive,416.0,spooktober memes,0
0.7,0.0,0.3,Negative,853.0,kremlin,0
0.23,0.0,0.77,Positive,722.0,neutron stars,0
0.45,0.0,0.55,Positive,478.0,president woof,0
0.89,0.0,0.11,Negative,413.0,old gop,0
0.33,0.0,0.67,Positive,263.0,calendar,0
0.6,0.0,0.4,Negative,846.0,coronavirus conference,1
0.86,0.0,0.14,Negative,942.0,democrats in 1860,0
0.34,0.0,0.66,Positive,825.0,human resources,0
0.78,0.0,0.22,Negative,949.0,murder hornets,0
0.48,0.0,0.52,Positive,914.0,cat meme,0
0.54,0.0,0.46,Negative,938.0,regina george,0
0.78,0.0,0.22,Negative,438.0,woke americans,0
0.41,0.0,0.59,Positive,860.0,pizza,0
0.45,0.0,0.55,Positive,693.0,africa,0
0.61,0.0,0.39,Negative,436.0,virgil goode,0
0.63,0.0,0.37,Negative,419.0,wuhan coronavirus memes,1
0.69,0.0,0.31,Negative,947.0,traffic warden,0
0.31,0.0,0.69,Positive,822.0,southfield,0
0.61,0.0,0.39,Negative,864.0,auto rickshaw,0
0.38,0.0,0.62,Positive,423.0,cupcake,0
0.73,0.0,0.27,Negative,218.0,evil,0
0.28,0.0,0.72,Positive,389.0,bald eagle,0
0.5,0.0,0.5,Negative,820.0,chinese student,1
0.48,0.0,0.52,Positive,293.0,ai,0
0.48,0.0,0.52,Positive,851.0,denmark.,0
0.69,0.0,0.31,Negative,423.0,voting plans,0
0.57,0.0,0.43,Negative,460.0,aoc challenge,0
0.33,0.0,0.67,Positive,677.0,tsingtao,0
0.28,0.0,0.72,Positive,471.0,finnegan,0
0.21,0.0,0.79,Positive,916.0,canvas,0
0.61,0.0,0.39,Negative,353.0,chinese,1
0.79,0.0,0.21,Negative,638.0,bill gates,1
0.47,0.0,0.53,Positive,1117.0,trip to china,1
0.42,0.0,0.58,Positive,456.0,justin beiber,0
0.7,0.0,0.3,Negative,873.0,zombie bite,0
0.69,0.0,0.31,Negative,915.0,republican party of new mexico,0
0.73,0.0,0.27,Negative,474.0,axe body spray,0
0.55,0.0,0.45,Negative,217.0,moonlight bunny ranch brothel,0
0.38,0.0,0.62,Positive,395.0,vice prime minister,0
0.46,0.0,0.54,Positive,246.0,iowa,0
0.69,0.0,0.31,Negative,897.0,pro-life,0
0.85,0.0,0.15,Negative,334.0,anti-christ,0
0.28,0.0,0.72,Positive,1069.0,coronavirus t shirt,1
0.52,0.0,0.48,Negative,398.0,new democratic party ndp,0
0.48,0.0,0.52,Positive,450.0,7-eleven,0
0.0,0.0,1.0,Positive,1.0,legacy image editing tools,0
0.46,0.0,0.54,Positive,343.0,monitors,0
0.58,0.0,0.42,Negative,477.0,spring allergies,0
0.92,0.0,0.08,Negative,101.0,coughing chinese student,1
0.85,0.0,0.15,Negative,578.0,prison,0
0.48,0.0,0.52,Positive,414.0,shrek,0
0.77,0.0,0.23,Negative,943.0,pharma executives,0
0.53,0.0,0.47,Negative,241.0,rifle,0
0.72,0.0,0.28,Negative,898.0,imposter,0
0.45,0.0,0.55,Positive,465.0,molly scott cato,0
0.42,0.0,0.58,Positive,337.0,beyonce,0
0.15,0.0,0.85,Positive,402.0,lionel richie,0
0.4,0.0,0.6,Positive,633.0,covid19 alerts,1
0.45,0.0,0.55,Positive,466.0,james pattinson,0
0.89,0.0,0.11,Negative,75.0,republican party platform,0
0.6,0.0,0.4,Negative,932.0,internet explorer,0
0.79,0.0,0.21,Negative,443.0,trump mortgage,0
0.54,0.0,0.46,Negative,605.0,groups,0
0.53,0.0,0.47,Negative,148.0,supporters,0
0.0,0.0,1.0,Positive,2.0,smarts grove baptist church,0
0.45,0.0,0.55,Positive,850.0,group chat,0
0.8,0.0,0.2,Negative,840.0,klanbake,0
0.59,0.0,0.41,Negative,944.0,sovereign being,0
0.26,0.0,0.74,Positive,930.0,flora,0
0.48,0.0,0.52,Positive,626.0,delhi,0
0.69,0.0,0.31,Negative,450.0,styrofoam,0
0.5,0.0,0.5,Negative,415.0,rock obama,0
0.33,0.0,0.67,Positive,894.0,winchester,0
0.27,0.0,0.73,Positive,929.0,doggo,0
0.29,0.0,0.71,Positive,907.0,james wood,0
0.43,0.0,0.57,Positive,813.0,pasta,0
0.75,0.0,0.25,Negative,432.0,green voter,0
0.64,0.0,0.36,Negative,953.0,psychiatrist,0
0.12,0.0,0.88,Positive,1077.0,realtor,0
0.31,0.0,0.69,Positive,489.0,turvey,0
0.77,0.0,0.23,Negative,366.0,white privilege,0
0.63,0.0,0.37,Negative,443.0,flip flops,0
0.2,0.0,0.8,Positive,366.0,conrad rhodes,0
0.86,0.0,0.14,Negative,473.0,border detention camps,0
0.85,0.0,0.15,Negative,345.0,wuhan university,1
0.66,0.0,0.34,Negative,413.0,virginia pastor,0
0.31,0.0,0.69,Positive,988.0,kitten,0
0.68,0.0,0.32,Negative,117.0,the media,0
0.17,0.0,0.83,Positive,496.0,ginger rowdy,0
0.78,0.0,0.22,Negative,400.0,marco rubio,0
0.36,0.0,0.64,Positive,435.0,personal protective equipment ppe,0
0.19,0.0,0.81,Positive,871.0,homeoffice,0
0.55,0.0,0.45,Negative,462.0,ear plugs,0
0.78,0.0,0.22,Negative,953.0,huffpo,0
0.59,0.0,0.41,Negative,898.0,pay check,0
0.8,0.0,0.2,Negative,917.0,nancy pelosi,0
0.74,0.0,0.26,Negative,945.0,seasonal flu,1
0.66,0.0,0.34,Negative,454.0,california citizens,0
0.45,0.0,0.55,Positive,488.0,memeing community,0
0.57,0.0,0.43,Negative,67.0,the rich,0
0.5,0.0,0.5,Negative,238.0,un,0
0.47,0.0,0.53,Positive,221.0,jesus,0
0.69,0.0,0.31,Negative,809.0,jonathan gruber,0
0.9,0.0,0.1,Negative,482.0,repulicans,0
0.75,0.0,0.25,Negative,478.0,black congressmen,0
0.62,0.0,0.38,Negative,856.0,travellers,0
0.67,0.0,0.33,Negative,918.0,economy,0
0.37,0.0,0.63,Positive,375.0,home,0
0.5,0.0,0.5,Negative,445.0,french girls,0
0.5,0.0,0.5,Negative,901.0,vice president vp,0
0.85,0.0,0.15,Negative,652.0,jail,0
0.49,0.0,0.51,Positive,392.0,carly fiorina,0
0.34,0.0,0.66,Positive,703.0,working from home memes,0
0.19,0.0,0.81,Positive,1075.0,yoga at home,0
0.62,0.0,0.38,Negative,645.0,doctor,0
0.56,0.0,0.44,Negative,428.0,american masters,0
0.24,0.0,0.76,Positive,882.0,mariah carey,0
0.43,0.0,0.57,Positive,211.0,world health organization wo ,0
0.63,0.0,0.37,Negative,438.0,tulsi gabbard,0
0.79,0.0,0.21,Negative,448.0,black votes,0
0.46,0.0,0.54,Positive,854.0,pubs,0
0.91,0.0,0.09,Negative,984.0,koch mercer,0
0.68,0.0,0.32,Negative,25.0,quaranitned,0
0.44,0.0,0.56,Positive,381.0,pepsi,0
0.28,0.0,0.72,Positive,391.0,comedy show,0
0.68,0.0,0.32,Negative,1147.0,greta thunberg,0
0.73,0.0,0.27,Negative,446.0,manmohan singh,0
0.8,0.0,0.2,Negative,831.0,sarah palin,0
0.48,0.0,0.52,Positive,381.0,the new yorker,0
0.62,0.0,0.38,Negative,861.0,hiv,0
0.46,0.0,0.54,Positive,787.0,thomas,0
0.49,0.0,0.51,Positive,459.0,water,0
0.82,0.0,0.18,Negative,462.0,victimless crime,0
0.59,0.0,0.41,Negative,470.0,piercing gun,0
0.47,0.0,0.53,Positive,375.0,colleague,0
0.43,0.0,0.57,Positive,371.0,lesbians,0
0.83,0.0,0.17,Negative,851.0,suicide,0
0.74,0.0,0.26,Negative,19.0,presedential debate moderator,0
0.68,0.0,0.32,Negative,282.0,soviet union,0
0.7,0.0,0.3,Negative,433.0,kenyans,0
0.39,0.0,0.61,Positive,904.0,mink,0
0.21,0.0,0.79,Positive,962.0,fruit seed,0
0.49,0.0,0.51,Positive,284.0,work from home,0
0.58,0.0,0.42,Negative,332.0,martyr,0
0.78,0.0,0.22,Negative,916.0,bush presidencies,0
0.56,0.0,0.44,Negative,441.0,climate chnage,0
0.74,0.0,0.26,Negative,928.0,hanta virus,1
0.36,0.0,0.64,Positive,244.0,georgia,0
