Negative_siebert,Neutral_siebert,Positive_siebert,dom_tweet_sent_siebert,total_tweet_count,search_query,coviddomain
0.7,0.0,0.3,Negative,70.0,goldsman sachs,0
0.38,0.0,0.62,Positive,303.0,cyberpunk,0
0.54,0.0,0.46,Negative,871.0,cremators,0
0.68,0.0,0.32,Negative,72.0,angel moroni’s trumpet,0
0.25,0.0,0.75,Positive,810.0,webcam,0
0.45,0.0,0.55,Positive,552.0,food,0
0.35,0.0,0.65,Positive,658.0,cid,0
0.43,0.0,0.57,Positive,841.0,royalty,0
0.82,0.0,0.18,Negative,705.0,red states,0
0.39,0.0,0.61,Positive,439.0,woodrow wilson,0
0.34,0.0,0.66,Positive,436.0,wizzards,0
0.31,0.0,0.69,Positive,376.0,indian girls,0
0.32,0.0,0.68,Positive,969.0,2020 tokyo olympics,0
0.64,0.0,0.36,Negative,829.0,lockown,0
0.72,0.0,0.28,Negative,809.0,kamala harris,0
0.26,0.0,0.74,Positive,911.0,human papillomavirus,1
0.75,0.0,0.25,Negative,389.0,spam,0
0.77,0.0,0.23,Negative,839.0,nukes,0
0.38,0.0,0.62,Positive,378.0,2020 producers,0
0.28,0.0,0.72,Positive,787.0,coronavirus testing kits,1
0.77,0.0,0.23,Negative,431.0,libertarian voter,0
0.23,0.0,0.77,Positive,884.0,justin timberlake,0
0.33,0.0,0.67,Positive,264.0,lincoln,0
0.58,0.0,0.42,Negative,842.0,cholera,0
0.48,0.0,0.52,Positive,955.0,home schooling day,0
0.84,0.0,0.16,Negative,955.0,antivaxxers,1
0.77,0.0,0.23,Negative,909.0,hezbollah,0
0.72,0.0,0.28,Negative,452.0,mike pences fly,0
0.61,0.0,0.39,Negative,932.0,comapny,0
0.62,0.0,0.38,Negative,937.0,travelling people,0
0.54,0.0,0.46,Negative,482.0,state legislative seats,0
0.83,0.0,0.17,Negative,375.0,neoliberal,0
0.44,0.0,0.56,Positive,860.0,principal,0
0.45,0.0,0.55,Positive,950.0,work at home mum,0
0.54,0.0,0.46,Negative,840.0,bee sting,0
0.33,0.0,0.67,Positive,114.0,pana walter,0
0.32,0.0,0.68,Positive,450.0,autobiography,0
0.34,0.0,0.66,Positive,920.0,waldo,0
0.26,0.0,0.74,Positive,693.0,dhawan,0
0.5,0.0,0.5,Negative,892.0,costco,0
0.24,0.0,0.76,Positive,927.0,spooktober,0
0.65,0.0,0.35,Negative,468.0,booby traps,0
0.53,0.0,0.47,Negative,838.0,karen,0
0.77,0.0,0.23,Negative,686.0,lawsuit,0
0.55,0.0,0.45,Negative,313.0,lungs,0
0.68,0.0,0.32,Negative,215.0,president of the united states,0
0.48,0.0,0.52,Positive,305.0,shoot,0
0.74,0.0,0.26,Negative,848.0,covid19 restrictions,1
0.77,0.0,0.23,Negative,381.0,democratic socialism,0
0.47,0.0,0.53,Positive,720.0,korea,0
0.42,0.0,0.58,Positive,961.0,lashes,0
0.86,0.0,0.14,Negative,311.0,racists,0
0.46,0.0,0.54,Positive,924.0,eggs,0
0.76,0.0,0.24,Negative,438.0,cia agent,0
0.85,0.0,0.15,Negative,1191.0,grand old party (gop),0
0.34,0.0,0.66,Positive,245.0,alaska,0
0.08,0.0,0.92,Positive,847.0,victorias secret,0
0.32,0.0,0.68,Positive,473.0,gaston,0
0.72,0.0,0.28,Negative,904.0,stacy abram,0
0.86,0.0,0.14,Negative,879.0,impeachment,0
0.3,0.0,0.7,Positive,305.0,hawaii,0
0.39,0.0,0.61,Positive,874.0,ipl,0
0.64,0.0,0.36,Negative,402.0,mexican government,0
0.36,0.0,0.64,Positive,912.0,c major,0
0.49,0.0,0.51,Positive,916.0,indian,0
0.34,0.0,0.66,Positive,920.0,jason momoa,0
0.65,0.0,0.35,Negative,426.0,american debate,0
0.57,0.0,0.43,Negative,1207.0,chinese women,1
0.29,0.0,0.71,Positive,857.0,halloween costume,0
0.31,0.0,0.69,Positive,864.0,indore,0
0.38,0.0,0.62,Positive,941.0,google classroom,0
0.75,0.0,0.25,Negative,830.0,coronavirus stockpile,1
0.63,0.0,0.37,Negative,923.0,people with normal fever,0
0.53,0.0,0.47,Negative,374.0,cdc centre for disease control ,0
0.77,0.0,0.23,Negative,923.0,fema camps,0
0.49,0.0,0.51,Positive,428.0,eisenhower,0
1.0,0.0,0.0,Negative,2.0,isolatiionist,0
0.4,0.0,0.6,Positive,387.0,jedi,0
0.75,0.0,0.25,Negative,904.0,hollywood exposed,0
0.37,0.0,0.63,Positive,387.0,jacksonville,1
0.67,0.0,0.33,Negative,282.0,civilian,0
0.81,0.0,0.19,Negative,768.0,election,0
0.5,0.0,0.5,Negative,902.0,april fool's day,0
0.54,0.0,0.46,Negative,373.0,presidential race,0
0.38,0.0,0.62,Positive,1086.0,coronavirus survivor,1
0.79,0.0,0.21,Negative,808.0,h1n1,0
0.45,0.0,0.55,Positive,841.0,des moines,0
0.4,0.0,0.6,Positive,454.0,non-commissioned officer nco,0
0.41,0.0,0.59,Positive,94.0,norwegian social democratic party,0
0.42,0.0,0.58,Positive,917.0,gym,0
0.5,0.0,0.5,Positive,892.0,club team,0
0.62,0.0,0.38,Negative,1059.0,other preventive measures,0
0.5,0.0,0.5,Negative,12.0,jo jorgersen,0
0.22,0.0,0.78,Positive,329.0,philippines,0
0.64,0.0,0.36,Negative,263.0,us senate,0
0.74,0.0,0.26,Negative,301.0,new democratic party,0
0.46,0.0,0.54,Positive,962.0,universal logo,0
0.66,0.0,0.34,Negative,396.0,libertarian ideas,0
0.34,0.0,0.66,Positive,816.0,john f. kennedy,0
0.87,0.0,0.13,Negative,243.0,american democrats,0
0.48,0.0,0.52,Positive,395.0,blunt,0
0.58,0.0,0.42,Negative,162.0,ad,0
0.66,0.0,0.34,Negative,207.0,wage,0
0.7,0.0,0.3,Negative,23.0,parkl school shooting,0
0.51,0.0,0.49,Negative,918.0,ibuprofen,0
0.0,0.0,1.0,Positive,2.0,anhtony fauci,0
0.58,0.0,0.42,Negative,917.0,revolutionaries,0
0.42,0.0,0.58,Positive,442.0,clay county,0
0.52,0.0,0.48,Negative,941.0,hair cut,0
0.62,0.0,0.38,Negative,417.0,eric lutz,0
0.67,0.0,0.33,Negative,935.0,contruction workers,0
0.51,0.0,0.49,Negative,1111.0,quaranteens,1
0.64,0.0,0.36,Negative,924.0,online schools,0
0.53,0.0,0.47,Negative,764.0,espn,0
0.59,0.0,0.41,Negative,451.0,nicholas sarwark,0
0.54,0.0,0.46,Negative,93.0,muhammad sarim akhtar,0
0.8,0.0,0.2,Negative,971.0,maga hats,0
0.49,0.0,0.51,Positive,298.0,chips,0
0.41,0.0,0.59,Positive,956.0,pda,0
0.59,0.0,0.41,Negative,916.0,bush family,0
0.49,0.0,0.51,Positive,395.0,chairs,0
0.7,0.0,0.3,Negative,427.0,multinational corporations,0
0.2,0.0,0.8,Positive,499.0,tim killeen,1
0.45,0.0,0.55,Positive,836.0,gifs,0
0.69,0.0,0.31,Negative,826.0,social distancing,0
0.55,0.0,0.45,Negative,637.0,economoy,0
0.43,0.0,0.57,Positive,822.0,orange county,0
0.59,0.0,0.41,Negative,896.0,indians,0
0.48,0.0,0.52,Positive,817.0,plans,0
0.49,0.0,0.51,Positive,431.0,george takei,0
0.61,0.0,0.39,Negative,891.0,restaurants,0
0.5,0.0,0.5,Negative,674.0,new york city,0
0.38,0.0,0.62,Positive,320.0,joseph,0
0.82,0.0,0.18,Negative,857.0,wuhanpneumonia,1
0.26,0.0,0.74,Positive,735.0,friday,0
0.67,0.0,0.33,Negative,467.0,tom mulcair,0
0.8,0.0,0.2,Negative,5.0,tony vs khabib,0
0.49,0.0,0.51,Positive,955.0,conf. call,0
0.87,0.0,0.13,Negative,135.0,guy who ate bat,0
0.35,0.0,0.65,Positive,874.0,mitochondria,0
0.28,0.0,0.72,Positive,420.0,1972,0
0.62,0.0,0.38,Negative,960.0,the guardian,0
0.49,0.0,0.51,Positive,475.0,nerf guns,0
0.41,0.0,0.59,Positive,839.0,baby lives,0
0.26,0.0,0.74,Positive,842.0,william shakespeare,1
0.66,0.0,0.34,Negative,457.0,bill maher,1
0.89,0.0,0.11,Negative,450.0,dnc officials,0
0.54,0.0,0.46,Negative,671.0,cbc,0
0.2,0.0,0.8,Positive,835.0,work from home wfh ,0
0.58,0.0,0.42,Negative,816.0,emmanuel macron,0
0.42,0.0,0.58,Positive,420.0,r paul,0
0.38,0.0,0.62,Positive,894.0,pajamas,0
0.57,0.0,0.43,Negative,784.0,democratic national debate,0
0.5,0.0,0.5,Positive,263.0,pennsylvania,0
0.21,0.0,0.79,Positive,818.0,rekha,0
0.79,0.0,0.21,Negative,933.0,diarrhea,0
0.69,0.0,0.31,Negative,497.0,workers,0
0.69,0.0,0.31,Negative,906.0,bushfires,0
0.35,0.0,0.65,Positive,265.0,october,0
0.22,0.0,0.78,Positive,1033.0,arshad warsi,0
0.54,0.0,0.46,Negative,928.0,rubber gloves,0
0.0,0.0,1.0,Positive,1.0,rowan stokvis,0
0.66,0.0,0.34,Negative,477.0,oompa loompas,0
0.49,0.0,0.51,Positive,397.0,potato chips,0
0.38,0.0,0.62,Positive,422.0,avian,0
0.76,0.0,0.24,Negative,944.0,piece of legislation,0
0.73,0.0,0.27,Negative,236.0,sterotypical black man,0
0.56,0.0,0.44,Negative,221.0,cnbc,0
0.44,0.0,0.56,Positive,715.0,2020 04 01 00 00 00,0
0.73,0.0,0.27,Negative,469.0,robert byrds,0
0.31,0.0,0.69,Positive,839.0,santa claus,0
0.63,0.0,0.37,Negative,289.0,pockets,0
0.49,0.0,0.51,Positive,444.0,white bread,0
0.7,0.0,0.3,Negative,962.0,dry cough,0
0.87,0.0,0.13,Negative,494.0,liebrals,0
0.68,0.0,0.32,Negative,786.0,presidential debate commission,0
0.42,0.0,0.58,Positive,775.0,prime,0
0.39,0.0,0.61,Positive,466.0,chaz,0
0.51,0.0,0.49,Negative,352.0,senator orrin hatch,0
0.56,0.0,0.44,Negative,879.0,homemade mask,1
0.36,0.0,0.64,Positive,808.0,beach,0
0.51,0.0,0.49,Negative,475.0,the high sparrow,0
0.0,0.0,1.0,Positive,5.0,airport fashion 2019 vs 2020,0
0.42,0.0,0.58,Positive,730.0,movie,0
0.52,0.0,0.48,Negative,960.0,veterans hospitals,0
0.25,0.0,0.75,Positive,945.0,jennifer aniston,0
0.41,0.0,0.59,Positive,874.0,mandalorian,0
0.33,0.0,0.67,Positive,920.0,hairstyle,0
0.81,0.0,0.19,Negative,790.0,marxist,0
0.38,0.0,0.62,Positive,1193.0,national hockey league nhl ,0
0.8,0.0,0.2,Negative,790.0,dnc,0
0.58,0.0,0.42,Negative,965.0,dph,0
0.79,0.0,0.21,Negative,429.0,nevada vote counting,0
0.49,0.0,0.51,Positive,443.0,alligator,0
0.48,0.0,0.52,Positive,487.0,jagerbombs,0
0.45,0.0,0.55,Positive,230.0,bible,0
0.34,0.0,0.66,Positive,345.0,owl,0
0.57,0.0,0.43,Negative,685.0,english,0
0.41,0.0,0.59,Positive,541.0,2019,0
0.21,0.0,0.79,Positive,909.0,peter sarsgaard,0
0.24,0.0,0.76,Positive,477.0,amazon,0
0.55,0.0,0.45,Negative,952.0,tissue paper,0
0.33,0.0,0.67,Positive,842.0,twins,0
0.7,0.0,0.3,Negative,791.0,government aid,0
0.51,0.0,0.49,Negative,834.0,dominion,0
0.68,0.0,0.32,Negative,1196.0,coronavirus caller tune,1
0.6,0.0,0.4,Negative,822.0,weapons,0
0.46,0.0,0.54,Positive,538.0,kansas,0
0.5,0.0,0.5,Negative,20.0,centre of disease control (cdc),0
0.35,0.0,0.65,Positive,204.0,nevada,0
0.59,0.0,0.41,Negative,405.0,teddy roosevelt,0
0.55,0.0,0.45,Negative,885.0,coronavirus quarantine,1
0.42,0.0,0.58,Positive,253.0,moveonorg,0
0.83,0.0,0.17,Negative,206.0,dictator,0
0.48,0.0,0.52,Positive,962.0,publix,0
0.38,0.0,0.62,Positive,672.0,assignments,0
0.62,0.0,0.38,Negative,416.0,pete buttgieg,0
0.38,0.0,0.62,Positive,382.0,cbsn,0
0.37,0.0,0.63,Positive,365.0,french fries,0
0.71,0.0,0.29,Negative,469.0,governmental restriction,0
0.87,0.0,0.13,Negative,883.0,trump followers,0
0.34,0.0,0.66,Positive,719.0,partner,0
0.59,0.0,0.41,Negative,895.0,uber,0
0.61,0.0,0.39,Negative,328.0,credit card,0
0.69,0.0,0.31,Negative,948.0,toilet papers,0
0.41,0.0,0.59,Positive,148.0,families,0
0.33,0.0,0.67,Positive,446.0,scarlett johansson,0
0.84,0.0,0.16,Negative,937.0,harvey weinstein,0
0.68,0.0,0.32,Negative,389.0,cages,0
0.39,0.0,0.61,Positive,229.0,cup,0
0.61,0.0,0.39,Negative,904.0,bacteria,0
0.64,0.0,0.36,Negative,908.0,covid scan,1
0.6,0.0,0.4,Negative,926.0,seal,0
0.27,0.0,0.73,Positive,441.0,margaritas,0
0.13,0.0,0.87,Positive,438.0,president tim killeen,1
0.44,0.0,0.56,Positive,9.0,ear plufs,0
0.7,0.0,0.3,Negative,397.0,pandemic,0
1.0,0.0,0.0,Negative,1.0,chinese restaurant. mom,1
0.58,0.0,0.42,Negative,402.0,labor rights,0
0.93,0.0,0.07,Negative,456.0,republican minorities,0
0.53,0.0,0.47,Negative,903.0,architect,0
0.43,0.0,0.57,Positive,953.0,girl,0
0.89,0.0,0.11,Negative,668.0,pedophile,0
0.93,0.0,0.07,Negative,236.0,democrats election,0
0.57,0.0,0.43,Negative,736.0,immigrant,0
0.59,0.0,0.41,Negative,819.0,hungarian serbian border,0
0.38,0.0,0.62,Positive,911.0,jeans,0
0.35,0.0,0.65,Positive,794.0,video call,0
0.66,0.0,0.34,Negative,435.0,civil rights legislation,0
0.69,0.0,0.31,Negative,956.0,corporate,0
0.41,0.0,0.59,Positive,396.0,pond,0
0.5,0.0,0.5,Positive,423.0,construction worker,0
0.43,0.0,0.57,Positive,872.0,democratic party national convention,0
0.68,0.0,0.32,Negative,290.0,election day,0
0.66,0.0,0.34,Negative,914.0,surgical mask,1
0.68,0.0,0.32,Negative,305.0,lib,0
0.33,0.0,0.67,Positive,336.0,work from office vs work from home,0
0.56,0.0,0.44,Negative,937.0,chuck norris,0
0.41,0.0,0.59,Positive,780.0,john kenneth galbraith,0
0.38,0.0,0.62,Positive,389.0,lobster,0
0.36,0.0,0.64,Positive,14.0,lars printzen,0
0.32,0.0,0.68,Positive,71.0,bysters,0
0.42,0.0,0.58,Positive,455.0,libertarian party national convention,0
0.43,0.0,0.57,Positive,874.0,chinese restaurant,1
0.36,0.0,0.64,Positive,954.0,phd students,0
0.77,0.0,0.23,Negative,897.0,quarantined,1
0.34,0.0,0.66,Positive,444.0,spaulding,0
0.5,0.0,0.5,Positive,284.0,sanitizer,1
0.74,0.0,0.26,Negative,459.0,iowa caucus vote count,0
0.59,0.0,0.41,Negative,914.0,face mask,1
0.79,0.0,0.21,Negative,870.0,democratic socialists,0
0.52,0.0,0.48,Negative,851.0,krusty krab,0
0.48,0.0,0.52,Positive,839.0,ipl fans,0
0.55,0.0,0.45,Negative,818.0,saudi arabia,0
0.38,0.0,0.62,Positive,359.0,elephants,0
0.72,0.0,0.28,Negative,210.0,covid infection,1
0.59,0.0,0.41,Negative,460.0,pete carroll,0
0.23,0.0,0.77,Positive,975.0,us predsident,0
0.75,0.0,0.25,Negative,731.0,dinesh d'souza,0
0.83,0.0,0.17,Negative,438.0,washington swamp,0
0.63,0.0,0.37,Negative,817.0,bushfire,0
0.22,0.0,0.78,Positive,864.0,toppers,0
0.9,0.0,0.1,Negative,355.0,bankrupt,0
0.55,0.0,0.45,Negative,727.0,beto orourke,0
0.61,0.0,0.39,Negative,903.0,usa china,1
0.91,0.0,0.09,Negative,183.0,blm graffitti,0
0.37,0.0,0.63,Positive,579.0,coronavirus. t-shirt,1
0.33,0.0,0.67,Positive,12.0,great old party gop debate,0
0.67,0.0,0.33,Negative,809.0,stimulus check,0
0.49,0.0,0.51,Positive,826.0,home alone,0
0.73,0.0,0.27,Negative,419.0,paper ballots,0
0.05,0.0,0.95,Positive,22.0,robert a nowlan,0
0.59,0.0,0.41,Negative,756.0,face time,0
0.21,0.0,0.79,Positive,379.0,perfumania,0
0.53,0.0,0.47,Negative,913.0,teacher,0
0.71,0.0,0.29,Negative,941.0,campaign rallies,0
0.82,0.0,0.18,Negative,245.0,sanctions,0
0.71,0.0,0.29,Negative,838.0,senator ted cruz,0
0.64,0.0,0.36,Negative,419.0,anti-fascist,0
0.63,0.0,0.37,Negative,931.0,mayor,0
0.57,0.0,0.43,Negative,1077.0,centers for disease control cdc ,0
0.34,0.0,0.66,Positive,383.0,eclipse,0
0.14,0.0,0.86,Positive,646.0,yunnan province,0
0.71,0.0,0.29,Negative,791.0,middle class people,0
0.69,0.0,0.31,Negative,417.0,president of the united states potus,0
0.51,0.0,0.49,Negative,921.0,gorilla,1
0.23,0.0,0.77,Positive,167.0,rew yang,0
0.56,0.0,0.44,Negative,859.0,zoom call,0
0.29,0.0,0.71,Positive,937.0,mass rapid transit mrt ,0
0.57,0.0,0.43,Negative,888.0,squidward,0
0.17,0.0,0.83,Positive,860.0,airport fashion,0
0.24,0.0,0.76,Positive,1070.0,earthlings,0
0.54,0.0,0.46,Negative,929.0,austism,0
0.49,0.0,0.51,Positive,725.0,house,0
0.33,0.0,0.67,Positive,829.0,pets,0
0.5,0.0,0.5,Positive,938.0,erthquake,0
0.62,0.0,0.38,Negative,161.0,law,0
0.82,0.0,0.18,Negative,418.0,james comey,0
0.46,0.0,0.54,Positive,227.0,virginia,0
0.53,0.0,0.47,Negative,305.0,sheriff,0
0.47,0.0,0.53,Positive,260.0,small businesses,0
0.57,0.0,0.43,Negative,705.0,coronavirus patient,1
0.21,0.0,0.79,Positive,435.0,general education development ged,0
0.62,0.0,0.38,Negative,388.0,beto o rourke,0
0.39,0.0,0.61,Positive,444.0,mr beast,0
0.53,0.0,0.47,Negative,422.0,the new indian express,0
0.23,0.0,0.77,Positive,923.0,yoga,0
0.55,0.0,0.45,Negative,922.0,amy klobuchar,0
0.5,0.0,0.5,Negative,926.0,firewall,0
0.29,0.0,0.71,Positive,861.0,1944,0
0.33,0.0,0.67,Positive,884.0,harambe gorilla,1
0.08,0.0,0.92,Positive,848.0,rosen centre hotel,0
0.82,0.0,0.18,Negative,468.0,governor rick perry,0
0.59,0.0,0.41,Negative,894.0,air traffic,0
0.43,0.0,0.57,Positive,867.0,ivy,0
0.28,0.0,0.72,Positive,737.0,t-shirt,0
0.68,0.0,0.32,Negative,664.0,rest of the us,0
0.53,0.0,0.47,Negative,675.0,ticket,0
0.39,0.0,0.61,Positive,898.0,grape,0
0.53,0.0,0.47,Negative,30.0,vladimir puitin,0
0.48,0.0,0.52,Positive,814.0,coronavirus prepper,1
0.86,0.0,0.14,Negative,97.0,democratic,0
0.81,0.0,0.19,Negative,452.0,statists,0
0.51,0.0,0.49,Negative,573.0,joe,0
0.24,0.0,0.76,Positive,183.0,oarack bobama,0
0.59,0.0,0.41,Negative,194.0,dr anthony fauci,0
0.77,0.0,0.23,Negative,177.0,cgi rita ora,0
0.77,0.0,0.23,Negative,799.0,mass shooting,0
0.2,0.0,0.8,Positive,41.0,catherine cat ping,0
0.52,0.0,0.48,Negative,590.0,american news,0
0.57,0.0,0.43,Negative,760.0,andrew cuomo,0
0.22,0.0,0.78,Positive,260.0,joe biden-barack obama memes,0
0.57,0.0,0.43,Negative,449.0,interns,0
0.42,0.0,0.58,Positive,452.0,charles fourier,0
0.47,0.0,0.53,Positive,449.0,bill murray,1
0.63,0.0,0.37,Negative,937.0,rest of the world,0
0.44,0.0,0.56,Positive,846.0,tamil nadu,0
0.61,0.0,0.39,Negative,413.0,covid19 cure,1
0.32,0.0,0.68,Positive,279.0,norway,0
0.75,0.0,0.25,Negative,453.0,voting booth,0
0.47,0.0,0.53,Positive,948.0,mjolnir,0
0.47,0.0,0.53,Positive,1031.0,chinas president,1
0.42,0.0,0.58,Positive,758.0,pilot,0
0.1,0.0,0.9,Positive,230.0,laurel springs high school,0
0.77,0.0,0.23,Negative,477.0,vaccination cite,1
0.41,0.0,0.59,Positive,352.0,alcohol and high temperatures,0
0.47,0.0,0.53,Positive,809.0,diabetes,0
0.38,0.0,0.62,Positive,855.0,easter,0
0.47,0.0,0.53,Positive,88.0,artificial inelligence,0
0.49,0.0,0.51,Positive,447.0,sovereign wealth fund,0
0.18,0.0,0.82,Positive,941.0,live events,0
0.7,0.0,0.3,Negative,349.0,arnold schwarzenegger,0
0.89,0.0,0.11,Negative,442.0,gop memes,0
0.65,0.0,0.35,Negative,873.0,staff meetings,0
0.33,0.0,0.67,Positive,290.0,2009,0
0.66,0.0,0.34,Negative,413.0,twit,0
0.44,0.0,0.56,Positive,928.0,the daily show,0
0.61,0.0,0.39,Negative,887.0,tax returns,0
0.42,0.0,0.58,Positive,912.0,marty,0
0.37,0.0,0.63,Positive,914.0,consciousness,0
0.77,0.0,0.23,Negative,333.0,government company,0
0.35,0.0,0.65,Positive,945.0,chinese food,1
0.48,0.0,0.52,Positive,483.0,bitumen,0
0.58,0.0,0.42,Negative,12.0,norwegian poker translator,0
0.17,0.0,0.83,Positive,948.0,bitcoin era,0
0.59,0.0,0.41,Negative,846.0,american crisis,0
0.46,0.0,0.54,Positive,912.0,debbie,0
0.46,0.0,0.54,Positive,790.0,post corona,1
0.84,0.0,0.16,Negative,874.0,riots,0
0.72,0.0,0.28,Negative,474.0,stay home,0
0.59,0.0,0.41,Negative,952.0,indian parents,0
0.58,0.0,0.42,Negative,729.0,anxiety,0
0.92,0.0,0.08,Negative,886.0,failed policy,0
0.57,0.0,0.43,Negative,437.0,caitlyn jenner,0
0.47,0.0,0.53,Positive,933.0,snickers,0
0.59,0.0,0.41,Negative,216.0,the moderator,0
0.25,0.0,0.75,Positive,912.0,tshirt,0
0.19,0.0,0.81,Positive,433.0,body-weight training,0
0.6,0.0,0.4,Negative,698.0,pakistani,0
0.3,0.0,0.7,Positive,412.0,smoothie,0
0.55,0.0,0.45,Negative,883.0,jesus christ,0
0.77,0.0,0.23,Negative,318.0,joe manchin,0
0.58,0.0,0.42,Negative,419.0,mirrors,0
0.28,0.0,0.72,Positive,364.0,bikini,0
0.77,0.0,0.23,Negative,457.0,political duopoly,0
0.46,0.0,0.54,Positive,471.0,football,0
0.73,0.0,0.27,Negative,453.0,libertariansim,0
0.39,0.0,0.61,Positive,922.0,toast,0
0.61,0.0,0.39,Negative,958.0,testing kit,0
0.47,0.0,0.53,Positive,865.0,joe exotic,0
0.8,0.0,0.2,Negative,448.0,kyle pierce,0
0.76,0.0,0.24,Negative,377.0,donald trump oklahoma,0
0.35,0.0,0.65,Positive,856.0,exam notes,0
0.71,0.0,0.29,Negative,781.0,journalists,0
0.75,0.0,0.25,Negative,920.0,debate meme,0
0.35,0.0,0.65,Positive,720.0,netherlands,0
0.37,0.0,0.63,Positive,289.0,pope francis,0
0.73,0.0,0.27,Negative,961.0,virologists,1
0.25,0.0,0.75,Positive,316.0,purple,0
0.36,0.0,0.64,Positive,817.0,bacon,0
0.49,0.0,0.51,Positive,356.0,devices,0
0.37,0.0,0.63,Positive,319.0,robin,0
0.5,0.0,0.5,Positive,852.0,autism,0
0.44,0.0,0.56,Positive,659.0,november,0
0.44,0.0,0.56,Positive,353.0,blinders,0
0.43,0.0,0.57,Positive,216.0,teen,0
0.85,0.0,0.15,Negative,358.0,fact checkers,0
0.75,0.0,0.25,Negative,938.0,quarantine week,1
0.69,0.0,0.31,Negative,854.0,russia,0
0.76,0.0,0.24,Negative,176.0,anti libertarian memes,0
0.47,0.0,0.53,Positive,934.0,therapists,0
0.34,0.0,0.66,Positive,931.0,bandana,0
0.62,0.0,0.38,Negative,910.0,grocery store,0
0.68,0.0,0.32,Negative,495.0,public health,0
0.56,0.0,0.44,Negative,655.0,jil biden,0
0.33,0.0,0.67,Positive,804.0,rick astley,0
0.58,0.0,0.42,Negative,807.0,vatican,0
0.81,0.0,0.19,Negative,337.0,us election result,0
0.48,0.0,0.52,Positive,863.0,sydney,0
0.49,0.0,0.51,Positive,899.0,bra,0
0.74,0.0,0.26,Negative,976.0,muzzles,0
0.78,0.0,0.22,Negative,465.0,police budget,0
0.77,0.0,0.23,Negative,448.0,donald trump rooster,0
0.47,0.0,0.53,Positive,808.0,mumbai,0
0.85,0.0,0.15,Negative,465.0,established democrats,0
0.0,0.0,1.0,Positive,1.0,lukas  larae,0
0.58,0.0,0.42,Negative,880.0,fence,0
0.34,0.0,0.66,Positive,924.0,sunday,0
0.27,0.0,0.73,Positive,932.0,twilight imperium,0
0.78,0.0,0.22,Negative,905.0,china wuhan coronavirus,1
0.77,0.0,0.23,Negative,808.0,drug dealers,0
0.43,0.0,0.57,Positive,347.0,lithuania,0
0.87,0.0,0.13,Negative,1032.0,donald trumps staff,0
0.39,0.0,0.61,Positive,926.0,vulcan,0
0.69,0.0,0.31,Negative,248.0,gas mask meme,1
0.6,0.0,0.4,Negative,247.0,gay,0
0.72,0.0,0.28,Negative,563.0,covid death,1
0.41,0.0,0.59,Positive,942.0,exam,0
0.31,0.0,0.69,Positive,258.0,franklin d roosevelt fdr,0
0.71,0.0,0.29,Negative,287.0,dinesh dsouza,0
0.54,0.0,0.46,Negative,639.0,covid 19 cases,1
0.87,0.0,0.13,Negative,39.0,trump adminisatration,0
0.67,0.0,0.33,Negative,426.0,libertarianism,0
0.45,0.0,0.55,Positive,894.0,peter lewis,0
0.69,0.0,0.31,Negative,433.0,paul krugman,0
0.52,0.0,0.48,Negative,468.0,young communist league,0
0.33,0.0,0.67,Positive,356.0,star trek,0
0.48,0.0,0.52,Positive,463.0,westbrook,0
0.34,0.0,0.66,Positive,792.0,cloud,0
0.25,0.0,0.75,Positive,395.0,sarasota,0
0.32,0.0,0.68,Positive,19.0,dr anthoy fauci,0
0.36,0.0,0.64,Positive,184.0,gary jhonson,0
0.28,0.0,0.72,Positive,327.0,poem,0
0.48,0.0,0.52,Positive,465.0,slowking,0
0.39,0.0,0.61,Positive,766.0,jason daniel,0
0.86,0.0,0.14,Negative,818.0,rapist,0
0.58,0.0,0.42,Negative,210.0,trans,0
0.84,0.0,0.16,Negative,761.0,labour party,0
0.72,0.0,0.28,Negative,362.0,c-span,0
0.45,0.0,0.55,Positive,883.0,chinese friend,1
0.78,0.0,0.22,Negative,604.0,covid restrictions,1
0.69,0.0,0.31,Negative,644.0,senators,0
0.52,0.0,0.48,Negative,340.0,pound,0
0.85,0.0,0.15,Negative,436.0,black lives matter riots,0
0.3,0.0,0.7,Positive,891.0,k l rahul,0
0.21,0.0,0.79,Positive,923.0,tsingtao beer,0
0.62,0.0,0.38,Negative,769.0,airport,0
0.64,0.0,0.36,Negative,11.0,wuhan virus memes,1
0.62,0.0,0.38,Negative,355.0,airplane,0
0.32,0.0,0.68,Positive,933.0,robert pattinson,0
0.78,0.0,0.22,Negative,454.0,orange president,0
0.36,0.0,0.64,Positive,315.0,waters,0
0.78,0.0,0.22,Negative,918.0,debate drinking game,0
0.74,0.0,0.26,Negative,400.0,american presidential election,0
0.37,0.0,0.63,Positive,342.0,cuban,0
0.45,0.0,0.55,Positive,307.0,lgbt,0
0.8,0.0,0.2,Negative,442.0,federalist party,0
0.31,0.0,0.69,Positive,359.0,tattoo,0
0.37,0.0,0.63,Positive,461.0,serena dong,0
0.78,0.0,0.22,Negative,873.0,tea party jesus,0
0.61,0.0,0.39,Negative,913.0,coronavirus transmission,1
0.77,0.0,0.23,Negative,993.0,donald tump,0
0.61,0.0,0.39,Negative,422.0,whoopee cushions,0
0.31,0.0,0.69,Positive,255.0,weekend,0
0.56,0.0,0.44,Negative,749.0,leaves,0
0.57,0.0,0.43,Negative,817.0,uber eats,0
